,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,asin,image,overall,reviewText,reviewTextClean,reviewTime,reviewerID,reviewerName,style,summary,unixReviewTime,verified,vote,sentiment
2707,9649,564287,564287,B00UU1DPRY,,4.0,This dial is easy to set up but understand that because of its size you don't get high Def all of the time even under ideal conditions.,dial easy set understand size get high def time even ideal condition,"07 29, 2016",A2JI15JKMRF0BR,Freddy M. Echaves,"{'Size:': ' Multiple TV Viewing', 'Style:': ' KING Tailgater for DISH with ViP 211z Receiver'}",Decent portable dish at a competative price.,1469750400,True,,1
2817,2326,350420,350420,B00B9996LA,,5.0,"Great control, love the size",great control love size,"01 24, 2018",A28MSPB3Z197ZQ,EDWARD BROWN,{'Format:': ' Personal Computers'},Five Stars,1516752000,True,,1
2607,3058,218662,218662,B004U4XB62,,5.0,great bass tone,great bass tone,"03 12, 2018",A2FTTGJBMJ609X,Robert W.,"{'Color:': ' Black', 'Product Packaging:': ' Standard Packaging'}",Five Stars,1520812800,True,,1
718,2972,195959,195959,B0043T7FXE,,5.0,"If you have never used a trackball before, this will take some getting used to. I must say that it has changed the way I game and work on my Asus though. I no longer need to constantly pick up a mouse to move it back or be sure that the surface isn't glossy or anything.

Installation very simple with Win7. Plug in this very small USB thing into a USB port (USB 2.0 and higher doesn't make a difference with this device) and give Win a few moments to get the driver. Turn Trackball on and have fun. I used the install CD that came with it, just to see if there were any goodies on there like some software, but it takes you thru a very user friendly install process too.

After that, just keep in mind that you use your thumb to move the cursor and not the entire mouse :).",never used trackball take getting used must say changed way game work asus though longer need constantly pick mouse move back sure surface glossy anything installation simple win plug small usb thing usb port usb higher make difference device give win moment get driver turn trackball fun used install cd came see goody like software take thru user friendly install process keep mind use thumb move cursor entire mouse,"11 19, 2012",ACY2FR0PNU9HZ,DJ,,Takes some getting used to,1353283200,True,,1
637,3416,119990,119990,B003FZA1O2,,3.0,I use this on my Kindle Touch. It serves the purpose but it's not ideal. There is some glare off the screen and it doesn't always stay clipped on. In a pinch it will do but I'm much happier reading at night now with my Kindle Fire. I save my Touch for outside in daylight reading.,use kindle touch serf purpose ideal glare screen always stay clipped pinch much happier reading night kindle fire save touch outside daylight reading,"11 30, 2012",A209C1NU0FOH7,Eric Haglund,,It's ok,1354233600,True,,0
382,226,219089,219089,B004U8GSMC,,5.0,fits perfect to the phone. small and styling. love the way it makes the phone look. perfect gift for any holiday or birthday.,fit perfect phone small styling love way make phone look perfect gift holiday birthday,"12 12, 2012",A15JYFPUFPIXXT,Kati Lawson,,fits perfect to the phone. small and styling. love the way it makes the phone look. perfect gift for any holiday or birthday.,1355270400,True,,1
1855,9740,766471,766471,B019JJ172C,,4.0,"Worked exactly as expected. Price was reasonable, as well...",worked exactly expected price reasonable well,"06 4, 2016",A2OWIARN1L3ANE,TomCat,,Not much to go wrong here...,1464998400,True,,1
1672,8008,86038,86038,B0013ABOZG,,4.0,works,work,"01 23, 2015",AP25QG8WC190V,Frederick B.,"{'Item Package Quantity:': ' 1', 'Package Quantity:': ' 1'}",Four Stars,1421971200,True,,1
2314,8130,355104,355104,B00BHC7ZTE,,5.0,Works great.,work great,"06 20, 2016",A6R08LXJZ21ZA,Ethan,,Five Stars,1466380800,True,,1
2886,1159,626586,626586,B016B13UDK,,5.0,They work!,work,"04 24, 2018",A3SMLO6E5TT4ZG,DKP,{'Color:': ' Black'},They work as expected,1524528000,True,,1
1779,3736,462732,462732,B00J8E8XT4,,5.0,"Easy to get working, just plug it in and you're done.",easy get working plug done,"07 18, 2015",AM94S8DLJZE9V,Geneva Scott,"{'Color:': ' Blue', 'Capacity:': ' 4GB', 'Style:': ' DDR3 1600MHz'}",Five Stars,1437177600,True,,1
72,6627,124177,124177,B001C1MD9M,,1.0,"Doesn't work with an Otterbox Defender case! Never tried it without, so 1 star is all I know to give.",work otterbox defender case never tried without star know give,"12 16, 2009",AMYZ7UL1UPEWF,Phil Geusz,,Beware! Doesn't Work with Otterbox,1260921600,True,,0
1713,8799,59688,59688,B000M5U9GI,,5.0,"Great Wireless Card, easy to setup and has a long range conectability. I am very satisifed with this product!!",great wireless card easy setup long range conectability satisifed product,"10 23, 2009",A2YT8SXFJETX67,Roger  Smith,,Super G 802.11BG Wireless Pci 64 Bit Xp Compliant Turbo Mode,1256256000,True,,1
2057,6394,370716,370716,B00CFL5CRI,,5.0,Works with all of our USB devices.,work usb device,"01 26, 2016",A23KK9Z3HY2AIH,Arthur Davis,"{'Size:': ' 6 Feet', 'Color:': ' Black'}",Good Cable,1453766400,True,,1
805,2785,160411,160411,B002FU60GG,,5.0,"I ditched cable TV, but kept internet for streaming.  However I missed PBS so I installed this and now I have an HD image as good as cable from my PBS tower 50 miles away.....this is rated for 30 miles and there are trees around.  I rarely get signal interference when there is a storm, which would likely be true for the next rated higher model.  This is an excellent product.  This has been in use for 5 years.",ditched cable tv kept internet streaming however missed pb installed hd image good cable pb tower mile away rated mile tree around rarely get signal interference storm would likely true next rated higher model excellent product use year,"07 21, 2016",A3R9UWCIM4HFUF,CateB,,EXCELLENT PRODUCT,1469059200,True,,1
979,2830,471024,471024,B00JY6V3FM,,5.0,Works well,work well,"12 24, 2016",A2XUR4SHIUSG6X,Donald Trump,"{'Length:': ' HDMI Splitter', 'Style:': ' 2 port Splitter'}",Five Stars,1482537600,True,,1
2179,8382,630265,630265,B016XBGWAQ,,5.0,Great value!  Works better than in-home streaming from another PC!,great value work better home streaming another pc,"05 24, 2017",A29CMG0DIR1S79,Ibuystuff,,Better than PC to PC streaming,1495584000,True,,1
361,8658,659022,659022,B01CPUVPEM,,5.0,Great amplifier for the price. Nice and compact with some great sound quality. I like the EQ/Bass presets. Pairs well with compact ear bud type headphones or better over the ear. I use it with Audio Technica M40s and it sounds pretty good.,great amplifier price nice compact great sound quality like eq bass presets pair well compact ear bud type headphone better ear use audio technica sound pretty good,"06 10, 2018",A1N3Q8A6DJKX3S,O,{'Color:': ' Black'},Great amplifier for the price.,1528588800,True,,1
2987,10132,673571,673571,B01FB6Y98Q,,5.0,works good,work good,"11 10, 2016",A10RYX95Q4D50Q,T. Ammon,,good,1478736000,True,,1
2567,6103,147742,147742,B001ULD4L0,,5.0,Ordered it Sunday got it on Tuesday have 2 1 TB hard drives by same company for last 3 years no problem with them at all.,ordered sunday got tuesday tb hard drive company last year problem,"10 4, 2011",A27181AF6YYMRF,Amazon Customer,{'Capacity:': ' 2 TB'},Escellent external hard drive,1317686400,True,,1
1281,4265,54787,54787,B000ID7QNI,,4.0,"Works great, easy installation.  However one of the wall mounts I use has a little bit of wall sag and the other does not.",work great easy installation however one wall mount use little bit wall sag,"12 7, 2016",A2E8V2XGKL4R4P,Wade,,"Works great, easy installation",1481068800,True,,1
1225,7345,213753,213753,B004NIAG5E,,5.0,Have had no issues with this drive and use it on a daily basis. The USB 3.0 interface enables really fast transfers.,issue drive use daily basis usb interface enables really fast transfer,"11 5, 2011",A33IC0N179AKR3,Amazon Customer,{'Color:': ' 500GB'},Decent drive,1320451200,True,,1
